school_name,lea_name,lea_no,isp,eligible
Alexander Wilson Elementary,Alamance-Burlington Schools,10,35.1,
Altamahaw Ossipee Elem,Alamance-Burlington Schools,10,34.8,
B Everett Jordan Elem,Alamance-Burlington Schools,10,37.8,
Broadview Middle,Alamance-Burlington Schools,10,58.1,X
E M Yoder Elementary,Alamance-Burlington Schools,10,31.6,
Eastlawn Elementary,Alamance-Burlington Schools,10,69.9,X
Garrett Elementary,Alamance-Burlington Schools,10,37.9,
Graham High,Alamance-Burlington Schools,10,43.9,X
Graham Middle,Alamance-Burlington Schools,10,49.2,X
Grove Park Elementary,Alamance-Burlington Schools,10,58.9,X
Harvey R Newlin Elementary,Alamance-Burlington Schools,10,67.8,X
Haw River Elementary,Alamance-Burlington Schools,10,62.3,X
Hillcrest Elementary,Alamance-Burlington Schools,10,58.9,X
Hugh M Cummings High,Alamance-Burlington Schools,10,47.8,X
North Graham Elementary,Alamance-Burlington Schools,10,69.7,X
Pleasant Grove Elementary,Alamance-Burlington Schools,10,55.2,X
R Homer Andrews Elementary,Alamance-Burlington Schools,10,61.4,X
Ray Street Academy,Alamance-Burlington Schools,10,55.8,X
South Graham Elementary,Alamance-Burlington Schools,10,55.5,X
Sylvan Elementary,Alamance-Burlington Schools,10,44.3,X
Turrentine Middle,Alamance-Burlington Schools,10,41.1,X
Walter M Williams High,Alamance-Burlington Schools,10,34.8,
East Alexander Middle,Alexander County Schools,20,34.7,
Ellendale Elementary,Alexander County Schools,20,45.2,X
Hiddenite Elementary,Alexander County Schools,20,46.7,X
Stony Point Elementary,Alexander County Schools,20,46.6,X
Sugar Loaf Elementary,Alexander County Schools,20,31.1,
Taylorsville Elementary,Alexander County Schools,20,62,X
Wittenburg Elementary,Alexander County Schools,20,40.1,X
Alleghany High,Alleghany County Schools,30,33.9,
Glade Creek Elementary,Alleghany County Schools,30,42.5,X
Sparta Elementary,Alleghany County Schools,30,49.4,X
Anson Challenge Academy,Anson County Schools,40,88.2,X
Anson High,Anson County Schools,40,54.4,X
Anson Middle,Anson County Schools,40,62.5,X
Anson New Technology School,Anson County Schools,40,48.1,X
Ansonville Elem,Anson County Schools,40,40.5,X
Lilesville Elementary,Anson County Schools,40,63.9,X
Morven Elementary,Anson County Schools,40,85.4,X
Peachland-Polkton Elem,Anson County Schools,40,56.8,X
Wadesboro Elementary,Anson County Schools,40,88.5,X
Wadesboro Primary,Anson County Schools,40,86.5,X
Ashe County High,Ashe County Schools,50,30.7,
Ashe County Middle,Ashe County Schools,50,43.2,X
Blue Ridge Elementary,Ashe County Schools,50,51.3,X
Mountain View Elementary,Ashe County Schools,50,47.5,X
Westwood Elementary,Ashe County Schools,50,40.5,X
Avery Middle,Avery County Schools,60,34.1,
Cranberry Middle,Avery County Schools,60,36.1,
Crossnore Elementary,Avery County Schools,60,32.6,
Freedom Trail Elementary,Avery County Schools,60,43.7,X
Newland Elementary,Avery County Schools,60,48.6,X
Riverside Elementary,Avery County Schools,60,43.5,X
B C Ed Tech Center,Beaufort County Schools,70,82.9,X
Chocowinity Middle,Beaufort County Schools,70,43.3,X
Chocowinity Primary,Beaufort County Schools,70,53.6,X
Eastern Elementary,Beaufort County Schools,70,58.2,X
John C Tayloe Elementary,Beaufort County Schools,70,54.9,X
John Small Elementary,Beaufort County Schools,70,52.9,X
Northeast Elementary,Beaufort County Schools,70,49,X
P S Jones Middle,Beaufort County Schools,70,48.9,X
S W Snowden Elementary,Beaufort County Schools,70,64.4,X
Southside High,Beaufort County Schools,70,40,X
Washington High,Beaufort County Schools,70,39.3,
Aulander Elementary,Bertie County Schools,80,68,X
Bertie Early College,Bertie County Schools,80,40,X
Bertie High,Bertie County Schools,80,53.5,X
Bertie Middle School,Bertie County Schools,80,61.4,X
Colerain Elementary,Bertie County Schools,80,68.3,X
West Bertie Elementary,Bertie County Schools,80,77.7,X
Windsor Elementary,Bertie County Schools,80,65.6,X
B T Washington Primary,Bladen County Schools,90,77.4,X
Bladen Lakes Primary,Bladen County Schools,90,62.3,X
Bladenboro Middle,Bladen County Schools,90,51.4,X
Bladenboro Primary,Bladen County Schools,90,61,X
Clarkton Sch of Discovery,Bladen County Schools,90,34.7,
Dublin Primary,Bladen County Schools,90,54.9,X
East Arcadia Elementary,Bladen County Schools,90,64.1,X
East Bladen High,Bladen County Schools,90,48.3,X
Elizabethtown Middle,Bladen County Schools,90,62.8,X
Elizabethtown Primary,Bladen County Schools,90,62.5,X
Plain View Primary,Bladen County Schools,90,73.9,X
Tar Heel Middle,Bladen County Schools,90,56.3,X
West Bladen High,Bladen County Schools,90,43.5,X
Belville Elementary,Brunswick County Schools,100,36.9,
Bolivia Elementary,Brunswick County Schools,100,42,X
Brunswick County Academy,Brunswick County Schools,100,63.8,X
Cedar Grove Middle School,Brunswick County Schools,100,46.9,X
Jessie Mae Monroe Elementary,Brunswick County Schools,100,51.4,X
Leland Middle,Brunswick County Schools,100,41.2,X
Lincoln Elementary,Brunswick County Schools,100,60.8,X
North Brunswick High,Brunswick County Schools,100,30,
Shallotte Middle,Brunswick County Schools,100,38.5,
South Brunswick Middle,Brunswick County Schools,100,31.4,
Southport Elementary,Brunswick County Schools,100,39.4,
Supply Elementary,Brunswick County Schools,100,62.5,X
Town Creek Elementary School,Brunswick County Schools,100,38.8,
Union Elementary,Brunswick County Schools,100,43.3,X
Virginia Williamson Elem,Brunswick County Schools,100,52.3,X
Waccamaw Elementary,Brunswick County Schools,100,44.4,X
West Brunswick High,Brunswick County Schools,100,30.7,
A C Reynolds Middle,Buncombe County Schools,110,36.4,
Avery's Creek Elementary,Buncombe County Schools,110,46.1,X
Barnardsville Elementary,Buncombe County Schools,110,50.7,X
Black Mountain Elementary,Buncombe County Schools,110,33.6,
Black Mountain Primary,Buncombe County Schools,110,38,
Candler Elementary,Buncombe County Schools,110,47.3,X
Charles C Bell Elementary,Buncombe County Schools,110,31.9,
Charles D Owen Middle,Buncombe County Schools,110,38.6,
Charles T. Koontz Intermediate,Buncombe County Schools,110,32.3,
Clyde A Erwin High,Buncombe County Schools,110,36.1,
Clyde A Erwin Middle,Buncombe County Schools,110,43.8,X
Community High School,Buncombe County Schools,110,58.9,X
Emma Elementary,Buncombe County Schools,110,59,X
Enka Middle,Buncombe County Schools,110,38.1,
Fairview Elementary,Buncombe County Schools,110,32.5,
Haw Creek Elementary,Buncombe County Schools,110,31.5,
Hominy Valley Elementary,Buncombe County Schools,110,33.8,
Joe P. Eblen Intermediate,Buncombe County Schools,110,48.9,X
Johnston Elementary,Buncombe County Schools,110,62.1,X
Leicester Elementary,Buncombe County Schools,110,56.9,X
North Buncombe Elementary,Buncombe County Schools,110,37.8,
North Windy Ridge,Buncombe County Schools,110,33.1,
Oakley Elementary,Buncombe County Schools,110,54.9,X
Pisgah Elementary,Buncombe County Schools,110,48.9,X
Sand Hill-Venable Elem,Buncombe County Schools,110,49.4,X
W D Williams Elementary,Buncombe County Schools,110,47.9,X
Weaverville Elementary,Buncombe County Schools,110,30.2,
Weaverville Primary,Buncombe County Schools,110,31.5,
West Buncombe Elementary,Buncombe County Schools,110,40.9,X
William W Estes Elementary,Buncombe County Schools,110,34.7,
Woodfin Elementary,Buncombe County Schools,110,46.9,X
Asheville Middle,Asheville City Schools,111,33,
Hall Fletcher Elementary,Asheville City Schools,111,42.5,X
Chesterfield Elementary,Burke County Schools,120,46.9,X
Drexel Elementary,Burke County Schools,120,35.8,
East Burke Middle,Burke County Schools,120,30.6,
Forest Hill Elementary,Burke County Schools,120,33.9,
George Hildebrand Elementary,Burke County Schools,120,39.4,
Glen Alpine Elementary,Burke County Schools,120,36.3,
Hallyburton Academy,Burke County Schools,120,42.8,X
Hildebran Elementary,Burke County Schools,120,33.5,
Icard Elementary,Burke County Schools,120,33.9,
Mountain Crest,Burke County Schools,120,51.8,X
Mull Elementary,Burke County Schools,120,33.2,
Oak Hill Elementary,Burke County Schools,120,34.6,
Ray Childers Elementary,Burke County Schools,120,41.6,X
Table Rock Middle,Burke County Schools,120,32.1,
Valdese Elementary,Burke County Schools,120,32.1,
W A Young Elementary,Burke County Schools,120,35.7,
Walter R Johnson Middle,Burke County Schools,120,37.3,
A T Allen Elementary,Cabarrus County Schools,130,38.2,
Bethel Elementary,Cabarrus County Schools,130,30.1,
Beverly Hills Elementary,Cabarrus County Schools,130,42.9,X
C C Griffin Middle,Cabarrus County Schools,130,34.6,
Carl A Furr Elementary,Cabarrus County Schools,130,30.5,
Coltrane Webb Magnet Elementary,Cabarrus County Schools,130,37.6,
Concord High,Cabarrus County Schools,130,34.4,
Concord Middle,Cabarrus County Schools,130,55.2,X
Long Pre-School,Cabarrus County Schools,130,100,X
Northwest Cabarrus Middle,Cabarrus County Schools,130,31.1,
Opportunity School,Cabarrus County Schools,130,54.4,X
R B McAllister Elementary,Cabarrus County Schools,130,45.1,X
Rocky River Elementary,Cabarrus County Schools,130,44.7,X
Royal Oaks Elementary,Cabarrus County Schools,130,61.7,X
W M Irvin Elementary,Cabarrus County Schools,130,53.9,X
Weddington Hills Elementary,Cabarrus County Schools,130,45.2,X
Winecoff Elementary,Cabarrus County Schools,130,52.5,X
Winkler Middle School,Cabarrus County Schools,130,33.1,
Wolf Meadow Elementary,Cabarrus County Schools,130,59.7,X
A L Brown High,Kannapolis City Schools,132,38.5,
Forest Park Elementary,Kannapolis City Schools,132,50.5,X
Fred L Wilson Elementary,Kannapolis City Schools,132,61.9,X
Jackson Park Elementary,Kannapolis City Schools,132,60.2,X
Kannapolis Interm,Kannapolis City Schools,132,50.5,X
Kannapolis Middle,Kannapolis City Schools,132,48.1,X
McKnight Head Start,Kannapolis City Schools,132,100,X
Shady Brook Elementary,Kannapolis City Schools,132,60.8,X
Woodrow Wilson Elementary,Kannapolis City Schools,132,59.3,X
Baton Elementary,Caldwell County Schools,140,42.7,X
Caldwell Co Gateway Sch,Caldwell County Schools,140,75,X
Collettsville School,Caldwell County Schools,140,39.5,
Davenport Elementary,Caldwell County Schools,140,48.4,X
Dudley Shoals Elementary,Caldwell County Schools,140,36.3,
Gamewell Elementary,Caldwell County Schools,140,53.1,X
Gamewell Middle,Caldwell County Schools,140,53.5,X
Granite Falls Elementary,Caldwell County Schools,140,35.8,
Granite Falls Middle,Caldwell County Schools,140,30,
Happy Valley Elementary,Caldwell County Schools,140,42,X
Hibriten High,Caldwell County Schools,140,34.7,
Horizons Elementary,Caldwell County Schools,140,79.2,X
Hudson Elementary,Caldwell County Schools,140,41.3,X
Hudson Middle,Caldwell County Schools,140,35.2,
Kings Creek Elementary,Caldwell County Schools,140,30.8,
Lower Creek Elementary,Caldwell County Schools,140,32.7,
Oak Hill Elementary,Caldwell County Schools,140,35.5,
Sawmills Elementary,Caldwell County Schools,140,48.9,X
Valmead Basic,Caldwell County Schools,140,70,X
West Caldwell High,Caldwell County Schools,140,39.9,
West Lenoir Elementary,Caldwell County Schools,140,79.8,X
Whitnel Elementary,Caldwell County Schools,140,56.9,X
William Lenoir Middle,Caldwell County Schools,140,39.8,
Atlantic Elementary,Carteret County Public Schools,160,33.7,
Beaufort Elementary,Carteret County Public Schools,160,46.2,X
Beaufort Middle,Carteret County Public Schools,160,34.2,
Bogue Sound Elementary,Carteret County Public Schools,160,33.7,
Bridges Learning Center,Carteret County Public Schools,160,56.8,X
Harkers Island Elementary,Carteret County Public Schools,160,37.5,
Morehead City Primary,Carteret County Public Schools,160,38.7,
Morehead Elem at Camp Glenn,Carteret County Public Schools,160,32.1,
Newport Elementary,Carteret County Public Schools,160,39.7,
Newport Middle,Carteret County Public Schools,160,32.9,
Smyrna Elementary,Carteret County Public Schools,160,34.5,
Bartlett Yancey High,Caswell County Schools,170,37.9,
N L Dillard Middle,Caswell County Schools,170,47.2,X
North Elementary,Caswell County Schools,170,55.7,X
Oakwood Elementary,Caswell County Schools,170,62.8,X
South Elementary,Caswell County Schools,170,46.9,X
Stoney Creek Elementary,Caswell County Schools,170,62.6,X
Balls Creek Elementary,Catawba County Schools,180,34.3,
Banoak Elementary,Catawba County Schools,180,43.3,X
Blackburn Elementary,Catawba County Schools,180,32.6,
Bunker Hill High,Catawba County Schools,180,35,
Catawba Elementary,Catawba County Schools,180,44.7,X
Catawba Rosenwald Education Center,Catawba County Schools,180,43.1,X
Claremont Elementary,Catawba County Schools,180,46.1,X
Harry M Arndt Middle,Catawba County Schools,180,34.7,
Lyle Creek Elementary,Catawba County Schools,180,41.3,X
Maiden Elementary,Catawba County Schools,180,43.3,X
Oxford Elementary,Catawba County Schools,180,46.1,X
River Bend Middle,Catawba County Schools,180,36.9,
Saint Stephens Elementary,Catawba County Schools,180,58.8,X
Snow Creek Elementary,Catawba County Schools,180,30,
Startown Elementary,Catawba County Schools,180,32.3,
Webb A Murray Elementary,Catawba County Schools,180,46.2,X
Grandview Middle,Hickory City Schools,181,50.1,X
Hickory Career and Arts Magnet,Hickory City Schools,181,51.6,X
Hickory High,Hickory City Schools,181,33.7,
Longview Elementary,Hickory City Schools,181,73.6,X
Northview Middle,Hickory City Schools,181,36.1,
Oakwood Elementary,Hickory City Schools,181,36.1,
Southwest Elementary,Hickory City Schools,181,57.7,X
Viewmont Elementary,Hickory City Schools,181,53.2,X
W M Jenkins Elementary,Hickory City Schools,181,32.8,
Conover Special Education,Newton Conover City Schools,182,45.5,X
Newton-Conover High,Newton Conover City Schools,182,35.4,
Newton-Conover Middle,Newton Conover City Schools,182,42.2,X
North Newton E. S.,Newton Conover City Schools,182,58,X
Shuford Elementary,Newton Conover City Schools,182,38,
South Newton Elementary,Newton Conover City Schools,182,61.3,X
Bonlee Elementary,Chatham County Schools,190,31.5,
Chatham Middle,Chatham County Schools,190,39.1,
SAGE Academy,Chatham County Schools,190,46,X
Siler City Elementary,Chatham County Schools,190,30.6,
Virginia Cross Elementary School,Chatham County Schools,190,37.8,
Andrews Elementary School,Cherokee County Schools,200,57.5,X
Andrews High,Cherokee County Schools,200,43.7,X
Andrews Middle,Cherokee County Schools,200,46.8,X
Hiwassee Dam Elementary/Middle,Cherokee County Schools,200,39.8,
Marble Elementary,Cherokee County Schools,200,56,X
Martins Creek Elementary/Mid,Cherokee County Schools,200,56,X
Mountain Youth School,Cherokee County Schools,200,87.5,X
Murphy Elementary School,Cherokee County Schools,200,54.6,X
Murphy High,Cherokee County Schools,200,31.4,
Murphy Middle,Cherokee County Schools,200,41.1,X
Peachtree Elementary School,Cherokee County Schools,200,55.2,X
Ranger Elementary/Middle,Cherokee County Schools,200,46.8,X
Tri-County Early College High School,Cherokee County Schools,200,31.8,
Chowan Middle,Edenton/Chowan Schools,210,39.1,
D F Walker Elementary,Edenton/Chowan Schools,210,45.6,X
John A Holmes High,Edenton/Chowan Schools,210,36.7,
White Oak Elementary,Edenton/Chowan Schools,210,47.9,X
Hayesville Elementary,Clay County Schools,220,44.8,X
Hayesville High,Clay County Schools,220,31.7,
Hayesville Middle,Clay County Schools,220,41.8,X
Bethware Elementary,Cleveland County Schools,230,55.4,X
Boiling Springs Elementary,Cleveland County Schools,230,44.9,X
Burns High,Cleveland County Schools,230,37.8,
Burns Middle,Cleveland County Schools,230,47.7,X
Casar Elem School,Cleveland County Schools,230,53.1,X
Cleveland Early College High School,Cleveland County Schools,230,35.1,
Crest High School,Cleveland County Schools,230,36.4,
Crest Mid Sch of Technology,Cleveland County Schools,230,46.8,X
East Elementary,Cleveland County Schools,230,64.1,X
Fallston Elementary,Cleveland County Schools,230,56.4,X
Graham Elementary,Cleveland County Schools,230,88.3,X
Grover Elementary,Cleveland County Schools,230,63.2,X
James Love Elementary,Cleveland County Schools,230,81.6,X
Jefferson Elementary,Cleveland County Schools,230,55.1,X
Kings Mountain High,Cleveland County Schools,230,36,
Kings Mountain Intermediate,Cleveland County Schools,230,50.1,X
Kings Mountain Middle,Cleveland County Schools,230,43.6,X
Marion Elementary School,Cleveland County Schools,230,56.5,X
North Elementary,Cleveland County Schools,230,62.9,X
North Shelby,Cleveland County Schools,230,61.4,X
Shelby High,Cleveland County Schools,230,49.3,X
Shelby Intermediate School,Cleveland County Schools,230,62.6,X
Shelby Middle,Cleveland County Schools,230,55.3,X
Springmore Elementary,Cleveland County Schools,230,43.3,X
Township Three Elementary,Cleveland County Schools,230,66.5,X
Turning Point Academy,Cleveland County Schools,230,70.9,X
Union Elementary,Cleveland County Schools,230,56.5,X
Washington Math and Science,Cleveland County Schools,230,67.5,X
West Elementary,Cleveland County Schools,230,39.8,
Acme Delco Elementary,Columbus County Schools,240,62.6,X
Acme Delco Middle,Columbus County Schools,240,52.2,X
Cerro Gordo Elementary,Columbus County Schools,240,54,X
Chadbourn Elementary,Columbus County Schools,240,91.6,X
Chadbourn Middle,Columbus County Schools,240,79.7,X
Columbus Career and College Academy,Columbus County Schools,240,35.9,
East Columbus High,Columbus County Schools,240,43.3,X
Evergreen Elementary,Columbus County Schools,240,62.9,X
Guideway Elementary,Columbus County Schools,240,63.4,X
Hallsboro Middle,Columbus County Schools,240,56.7,X
Hallsboro-Artesia Elem,Columbus County Schools,240,67.6,X
Nakina Middle School,Columbus County Schools,240,45.4,X
Old Dock Elementary,Columbus County Schools,240,49.5,X
South Columbus High,Columbus County Schools,240,42,X
Tabor City Elementary,Columbus County Schools,240,73.2,X
Tabor City Middle,Columbus County Schools,240,62.3,X
West Columbus High,Columbus County Schools,240,56.5,X
Williams Township Elementary,Columbus County Schools,240,47.7,X
Central Middle,Whiteville City Schools,241,49,X
Edgewood Elementary,Whiteville City Schools,241,55.2,X
Whiteville High,Whiteville City Schools,241,34.6,
Whiteville Primary,Whiteville City Schools,241,71,X
Albert H Bangert Elementary,Craven County Schools,250,52.4,X
Ben D Quinn Elementary,Craven County Schools,250,42.8,X
Bridgeton Elementary,Craven County Schools,250,46.6,X
Graham A Barden Elementary,Craven County Schools,250,31.8,
Grover C Fields Middle,Craven County Schools,250,45.9,X
H J MacDonald Middle,Craven County Schools,250,33.5,
Havelock Elementary,Craven County Schools,250,43.3,X
Havelock Middle,Craven County Schools,250,40.3,X
J T Barber Elementary,Craven County Schools,250,64.6,X
James W Smith Elementary,Craven County Schools,250,61.7,X
Oaks Road Elementary,Craven County Schools,250,68.8,X
Roger R Bell Elementary,Craven County Schools,250,46.1,X
Trent Park Elementary,Craven County Schools,250,56,X
Vanceboro-Farm Life Elem,Craven County Schools,250,48.1,X
West Craven High,Craven County Schools,250,31.6,
West Craven Middle,Craven County Schools,250,46.4,X
Alderman Road Elementary,Cumberland County Schools,260,54.2,X
Alger B. Wilkins High School,Cumberland County Schools,260,69.8,X
Alma O Easom Elementary,Cumberland County Schools,260,40.1,X
Anne Chesnutt Middle,Cumberland County Schools,260,44.6,X
Armstrong Elementary,Cumberland County Schools,260,51.5,X
Ashley Elementary,Cumberland County Schools,260,50,X
Beaver Dam Elementary,Cumberland County Schools,260,47.1,X
Benjamin J Martin Elem,Cumberland County Schools,260,66.7,X
Bill Hefner Elementary,Cumberland County Schools,260,51.8,X
Brentwood Elementary,Cumberland County Schools,260,74,X
C Wayne Collier Elementary,Cumberland County Schools,260,48.1,X
Cliffdale Elementary,Cumberland County Schools,260,70,X
College Lakes Elementary,Cumberland County Schools,260,55.3,X
Cross Creek Early College,Cumberland County Schools,260,30,
Cumberland International Early College High School,Cumberland County Schools,260,33.6,
Cumberland Mills Elem,Cumberland County Schools,260,56.7,X
Cumberland Road Elementary,Cumberland County Schools,260,71,X
District No 7 Elementary,Cumberland County Schools,260,36,
Douglas Byrd High,Cumberland County Schools,260,54.1,X
Douglas Byrd Middle,Cumberland County Schools,260,69.5,X
E E Miller Elementary,Cumberland County Schools,260,46.6,X
E E Smith High,Cumberland County Schools,260,45.8,X
E Melvin Honeycutt Elem,Cumberland County Schools,260,30.2,
Ed V Baldwin Elementary,Cumberland County Schools,260,44.2,X
Elizabeth M Cashwell Elem,Cumberland County Schools,260,66.6,X
Ferguson-Easley Elementary,Cumberland County Schools,260,84.8,X
Gallberry Farm Elementary,Cumberland County Schools,260,40.8,X
Glendale Acres Elementary,Cumberland County Schools,260,56.7,X
Gray's Creek Middle,Cumberland County Schools,260,34.7,
Hope Mills Middle,Cumberland County Schools,260,38.1,
Ireland Drive Middle,Cumberland County Schools,260,70.9,X
J W Coon Elementary,Cumberland County Schools,260,68.2,X
J W Seabrook Elementary,Cumberland County Schools,260,58.2,X
Lake Rim Elementary,Cumberland County Schools,260,42.4,X
Lewis Chapel Middle,Cumberland County Schools,260,62.7,X
Lillian Black Elementary,Cumberland County Schools,260,81.7,X
Loyd E Auman Elementary,Cumberland County Schools,260,50.4,X
Lucile Souders Elementary,Cumberland County Schools,260,68,X
"Luther ""Nick"" Jeralds Middle",Cumberland County Schools,260,77,X
Mac Williams Middle,Cumberland County Schools,260,36.3,
Manchester Elementary,Cumberland County Schools,260,78.4,X
Margaret Willis Elementary,Cumberland County Schools,260,77.3,X
Mary McArthur Elementary,Cumberland County Schools,260,69.9,X
Montclair Elementary,Cumberland County Schools,260,60.5,X
Morganton Road Elementary,Cumberland County Schools,260,56.4,X
New Century International Elementary,Cumberland County Schools,260,34.3,
Pauline Jones Middle Alternative,Cumberland County Schools,260,85.9,X
Pine Forest High,Cumberland County Schools,260,34.1,
Ponderosa Elementary,Cumberland County Schools,260,61.6,X
R Max Abbott Middle,Cumberland County Schools,260,44.8,X
Raleigh Road Elementary,Cumberland County Schools,260,31.4,
Ramsey Street High Alternative,Cumberland County Schools,260,85.3,X
Rockfish Elementary,Cumberland County Schools,260,40.5,X
Seventy-First High,Cumberland County Schools,260,38.7,
Sherwood Park Elementary,Cumberland County Schools,260,64.3,X
South View High,Cumberland County Schools,260,34.4,
South View Middle,Cumberland County Schools,260,48.4,X
Spring Lake Middle,Cumberland County Schools,260,69.3,X
Stedman Elementary,Cumberland County Schools,260,41.6,X
Stedman Primary,Cumberland County Schools,260,51.5,X
Sunnyside Elementary,Cumberland County Schools,260,67.4,X
Teresa C Berrien Elementary,Cumberland County Schools,260,99.3,X
Terry Sanford High,Cumberland County Schools,260,35.5,
Vanstory Hills Elementary,Cumberland County Schools,260,33,
Walker-Spivey Elementary,Cumberland County Schools,260,97.7,X
Warrenwood Elementary,Cumberland County Schools,260,63.5,X
Westarea Elementary,Cumberland County Schools,260,80.6,X
Westover High,Cumberland County Schools,260,47.3,X
Westover Middle,Cumberland County Schools,260,59.5,X
William H Owen Elementary,Cumberland County Schools,260,71.5,X
William T Brown Elementary,Cumberland County Schools,260,64.7,X
Central Elementary,Currituck County Schools,270,30.1,
Jarvisburg Elementary School,Currituck County Schools,270,37.8,
W T Griggs Elementary,Currituck County Schools,270,39.1,
Cape Hatteras Elementary,Dare County Schools,280,39.3,
Cape Hatteras Secondary,Dare County Schools,280,37.9,
Dare Co Alternative High,Dare County Schools,280,36.4,
Manteo Elementary,Dare County Schools,280,35.6,
Brier Creek Elementary,Davidson County Schools,290,38.4,
Central Davidson High,Davidson County Schools,290,30.1,
Central Davidson Middle,Davidson County Schools,290,37.1,
Churchland Elementary,Davidson County Schools,290,50.6,X
Davidson County Extended Day,Davidson County Schools,290,48.9,X
Denton Elementary,Davidson County Schools,290,43.8,X
D-T Elementary,Davidson County Schools,290,36.2,
E Lawson Brown Middle,Davidson County Schools,290,31.9,
Fair Grove Elementary,Davidson County Schools,290,37.6,
Hasty Elementary,Davidson County Schools,290,35.2,
Pilot Elementary,Davidson County Schools,290,43.6,X
Reeds Elementary,Davidson County Schools,290,39.5,
Silver Valley Elementary,Davidson County Schools,290,54.9,X
South Davidson Middle,Davidson County Schools,290,41.2,X
Southmont Elementary,Davidson County Schools,290,48,X
Southwood Elementary,Davidson County Schools,290,50.9,X
Stoner Thomas,Davidson County Schools,290,41.9,X
Tyro Elementary,Davidson County Schools,290,47,X
Tyro Middle,Davidson County Schools,290,34.7,
Welcome Elementary,Davidson County Schools,290,37.4,
Charles England Intermediate,Lexington City Schools,291,62.2,X
Lexington Middle,Lexington City Schools,291,55.8,X
Lexington Senior High,Lexington City Schools,291,49.5,X
Pickett Primary,Lexington City Schools,291,63,X
South Lexington Devolpment Center,Lexington City Schools,291,33.3,
South Lexington Elementary,Lexington City Schools,291,61.6,X
Southwest Elementary,Lexington City Schools,291,60.4,X
Liberty Drive Elementary,Thomasville City Schools,292,67.1,X
Thomasville High,Thomasville City Schools,292,46.9,X
Thomasville Middle,Thomasville City Schools,292,54.3,X
Thomasville Primary,Thomasville City Schools,292,69.7,X
Eastern NC School for the Deaf,Residential Schools,298,44.4,X
Governor Morehead School for the Blind,Residential Schools,298,32.6,
Cooleemee Elementary,Davie County Schools,300,54.5,X
Cornatzer Elementary,Davie County Schools,300,38.4,
Mocksville Elementary,Davie County Schools,300,38.7,
South Davie Middle,Davie County Schools,300,38.3,
William R Davie Elementary,Davie County Schools,300,39.5,
B F Grady Elementary,Duplin County Schools,310,46,X
Beulaville Elementary,Duplin County Schools,310,45.7,X
Charity Middle,Duplin County Schools,310,46.9,X
Chinquapin Elementary,Duplin County Schools,310,37.3,
Duplin Early College High School,Duplin County Schools,310,36.4,
E E Smith Middle,Duplin County Schools,310,51,X
East Duplin High,Duplin County Schools,310,33.5,
James Kenan High,Duplin County Schools,310,41.6,X
Kenansville Elementary,Duplin County Schools,310,45.1,X
North Duplin Elementary,Duplin County Schools,310,46.6,X
North Duplin Jr Sr High,Duplin County Schools,310,30.9,
Rose Hill-Magnolia Elem,Duplin County Schools,310,62.4,X
Wallace Elementary,Duplin County Schools,310,58.1,X
Wallace-Rose Hill High,Duplin County Schools,310,36,
Warsaw Elementary,Duplin County Schools,310,66.1,X
Warsaw Middle,Duplin County Schools,310,61.7,X
Bethesda Elementary,Durham Public Schools,320,51.9,X
Brogden Middle,Durham Public Schools,320,44.9,X
Burton Elementary,Durham Public Schools,320,62.8,X
C C Spaulding Elementary,Durham Public Schools,320,75,X
Club Boulevard Elementary,Durham Public Schools,320,31.3,
E K Powe Elementary,Durham Public Schools,320,42.5,X
Eastway Elementary,Durham Public Schools,320,71.5,X
Eno Valley Elementary,Durham Public Schools,320,54.6,X
Fayetteville Street Elementary,Durham Public Schools,320,67.4,X
Forest View Elementary,Durham Public Schools,320,35.3,
George L Carrington Middle,Durham Public Schools,320,39.2,
Glenn Elementary,Durham Public Schools,320,56.5,X
Hillandale Elementary,Durham Public Schools,320,40,X
Hillside High,Durham Public Schools,320,40.8,X
Holt Elementary,Durham Public Schools,320,48.7,X
Hope Valley Elementary,Durham Public Schools,320,38.4,
James E Shepard Middle,Durham Public Schools,320,41.2,X
Lakeview School,Durham Public Schools,320,70,X
Lakewood Elementary,Durham Public Schools,320,64,X
Little River Elementary,Durham Public Schools,320,30.8,
Lowe's Grove Middle,Durham Public Schools,320,50,X
Lucas Middle School,Durham Public Schools,320,33.6,
Merrick-Moore Elementary,Durham Public Schools,320,57.9,X
Neal Middle,Durham Public Schools,320,51.3,X
Northern High,Durham Public Schools,320,35.8,
Oak Grove Elementary,Durham Public Schools,320,46,X
Parkwood Elementary,Durham Public Schools,320,43.1,X
Performance Learning Center,Durham Public Schools,320,36,
R N Harris Elementary,Durham Public Schools,320,56.8,X
Sandy Ridge Elementary,Durham Public Schools,320,35.9,
Sherwood Githens Middle,Durham Public Schools,320,44.5,X
Southern High,Durham Public Schools,320,40.3,X
Southwest Elementary,Durham Public Schools,320,38.4,
Spring Valley Elementary School,Durham Public Schools,320,37.3,
W G Pearson Elementary,Durham Public Schools,320,62.2,X
Y E Smith Elementary,Durham Public Schools,320,70.4,X
Coker-Wimberly Elementary,Edgecombe County Schools,330,61.4,X
G W Bulluck Elementary,Edgecombe County Schools,330,58.5,X
G W Carver Elementary,Edgecombe County Schools,330,51.1,X
North Edgecombe High,Edgecombe County Schools,330,52.4,X
Phillips Middle,Edgecombe County Schools,330,59.6,X
